Role,Database Fundamentals,Computer Architecture,Distributed Computing Systems,Cyber Security,Networking,Software Development,Programming Skills,Project Management,Computer Forensics Fundamentals,Technical Communication,AI ML,Software Engineering,Business Analysis,Communication skills,Data Science,Troubleshooting skills,Graphics Designing
Software Developer,0,4,2,0,0,6,6,0,6,0,0,5,0,4,0,0,0
AI ML Specialist,0,1,1,0,0,0,5,0,5,0,6,4,0,0,6,0,0
Software Tester,0,0,6,0,0,5,4,0,2,0,0,4,0,2,3,6,0
Cyber Security Specialist,1,2,4,6,5,0,0,0,4,0,0,4,0,1,0,5,0
Data Scientist,6,5,4,5,6,4,2,6,2,3,3,0,0,6,4,0,6
Software Engineer,0,2,4,0,0,5,6,0,6,0,0,6,0,5,2,0,0
AI ML Specialist,0,4,1,0,0,4,5,0,3,0,6,4,0,1,6,0,0
Software Tester,0,3,1,0,0,5,4,0,3,0,0,2,0,1,6,6,0
Technical Writer,0,1,0,0,0,0,0,0,6,6,0,6,0,6,3,0,0
Technical Writer,0,3,6,0,0,0,0,0,1,6,0,2,0,6,3,0,0
AI ML Specialist,0,4,1,0,0,4,5,0,1,0,6,4,0,3,6,0,0
Cyber Security Specialist,2,1,6,6,5,0,0,0,4,0,0,0,0,2,0,5,0
Software Tester,0,3,6,0,0,5,4,0,6,0,0,5,0,3,2,6,0
Technical Writer,0,2,1,0,0,0,0,0,5,6,0,1,0,6,5,0,0
Project Manager,0,0,2,0,0,0,0,6,6,0,0,1,5,5,0,0,0
Data Scientist,4,6,1,2,6,0,4,4,5,6,5,6,3,3,1,4,5
Database Administrator,6,6,1,0,0,4,4,0,4,0,0,5,0,4,0,0,0
Software Tester,0,3,4,0,0,5,4,0,5,0,0,5,0,3,2,6,0
Software Developer,0,0,0,0,0,6,6,0,5,0,0,5,0,5,0,0,0
Business Analyst,0,4,2,0,0,0,0,0,1,5,0,5,6,6,6,0,0
Software Developer,0,5,4,0,0,6,6,0,6,0,0,5,0,1,3,0,0
Data Scientist,6,3,3,0,5,5,3,4,2,1,6,0,1,4,5,2,0
Software Engineer,0,0,3,0,0,5,6,0,5,0,0,6,0,6,6,0,0
Software Engineer,0,2,5,0,0,5,6,0,6,0,0,6,0,2,6,0,0
Data Scientist,3,2,2,5,1,1,0,0,1,4,3,3,3,3,6,5,4
Software Tester,0,6,3,0,0,5,4,0,0,0,0,2,0,0,0,6,0
Project Manager,0,4,2,0,0,0,0,6,1,0,0,1,5,5,0,0,0
Data Scientist,3,0,2,2,0,0,2,2,4,5,5,2,3,4,6,6,4
Technical Writer,0,5,5,0,0,0,0,0,0,6,0,1,0,6,2,0,0
Project Manager,0,0,4,0,0,0,0,6,0,0,0,4,5,5,0,0,0
Cyber Security Specialist,6,5,6,6,5,0,0,0,2,0,0,1,0,5,0,5,0
Cyber Security Specialist,2,5,2,6,5,0,0,0,5,0,0,2,0,6,0,5,0
Software Engineer,0,4,5,0,0,5,6,0,3,0,0,6,0,3,4,0,0
Database Administrator,6,1,6,0,0,4,4,0,6,0,0,2,0,6,0,0,0
Software Tester,0,1,1,0,0,5,4,0,1,0,0,0,0,1,3,6,0
Software Developer,0,4,5,0,0,6,6,0,5,0,0,5,0,2,6,0,0
Data Scientist,6,1,3,3,6,1,1,0,4,4,2,4,5,3,4,1,2
Business Analyst,0,1,5,0,0,0,0,0,0,5,0,3,6,6,0,0,0
Data Scientist,0,5,2,3,4,0,5,4,1,6,0,3,0,3,4,6,0
Software Engineer,0,6,2,0,0,5,6,0,0,0,0,6,0,6,2,0,0
Business Analyst,0,0,3,0,0,0,0,0,5,5,0,4,6,6,2,0,0
Data Scientist,3,2,5,2,2,2,5,6,6,2,1,5,5,2,5,6,5
Business Analyst,0,4,3,0,0,0,0,0,1,5,0,0,6,6,4,0,0
Cyber Security Specialist,3,2,5,6,5,0,0,0,1,0,0,2,0,1,0,5,0
Database Administrator,6,1,1,0,0,4,4,0,3,0,0,2,0,3,0,0,0
Database Administrator,6,3,2,0,0,4,4,0,2,0,0,6,0,4,0,0,0
Technical Writer,0,4,5,0,0,0,0,0,6,6,0,4,0,6,3,0,0
Technical Writer,0,6,6,0,0,0,0,0,5,6,0,3,0,6,0,0,0
Database Administrator,6,0,1,0,0,4,4,0,4,0,0,6,0,0,0,0,0
Software Developer,0,1,5,0,0,6,6,0,5,0,0,5,0,0,5,0,0
Software Tester,0,0,3,0,0,5,4,0,0,0,0,1,0,6,6,6,0
Technical Writer,0,1,6,0,0,0,0,0,5,6,0,6,0,6,3,0,0
Software Engineer,0,4,5,0,0,5,6,0,1,0,0,6,0,3,5,0,0
Cyber Security Specialist,1,5,4,6,5,0,0,0,5,0,0,0,0,5,0,5,0
Database Administrator,6,5,1,0,0,4,4,0,3,0,0,5,0,0,0,0,0
Software Developer,0,4,6,0,0,6,6,0,3,0,0,5,0,2,2,0,0
Data Scientist,6,2,4,0,1,6,0,2,3,4,2,4,1,2,3,6,0
Technical Writer,0,3,0,0,0,0,0,0,2,6,0,4,0,6,0,0,0
Technical Writer,0,5,6,0,0,0,0,0,1,6,0,2,0,6,5,0,0
Software Engineer,0,2,3,0,0,5,6,0,5,0,0,6,0,4,2,0,0
Technical Writer,0,5,2,0,0,0,0,0,6,6,0,6,0,6,4,0,0
Technical Writer,0,5,1,0,0,0,0,0,1,6,0,3,0,6,5,0,0
AI ML Specialist,0,1,3,0,0,4,5,0,4,0,6,4,0,1,6,0,0
Data Scientist,3,3,5,6,1,2,1,2,6,0,3,4,0,0,3,4,4
Database Administrator,6,5,6,0,0,4,4,0,3,0,0,5,0,1,0,0,0
Software Developer,0,5,4,0,0,6,6,0,0,0,0,5,0,3,3,0,0
Software Tester,0,1,4,0,0,5,4,0,1,0,0,6,0,6,3,6,0
Software Developer,0,5,5,0,0,6,6,0,1,0,0,5,0,3,0,0,0
Software Developer,0,1,4,0,0,6,6,0,4,0,0,5,0,4,2,0,0
Business Analyst,0,3,4,0,0,0,0,0,5,5,0,4,6,6,6,0,0
Software Engineer,0,2,3,0,0,5,6,0,2,0,0,6,0,6,0,0,0
Data Scientist,2,5,4,4,4,5,4,0,4,0,6,2,3,3,5,0,0
Data Scientist,3,5,6,3,1,6,2,3,5,0,5,2,6,4,6,4,4
Cyber Security Specialist,6,5,0,6,5,0,0,0,4,0,0,6,0,6,0,5,0
Technical Writer,0,5,5,0,0,0,0,0,1,6,0,3,0,6,6,0,0
Software Tester,0,2,3,0,0,5,4,0,2,0,0,6,0,0,2,6,0
AI ML Specialist,0,2,1,0,0,3,5,0,4,0,6,4,0,3,6,0,0
Data Scientist,5,2,6,2,1,2,4,2,2,6,6,2,1,4,6,3,6
Software Tester,0,0,5,0,0,5,4,0,2,0,0,0,0,1,0,6,0
Database Administrator,6,3,6,0,0,4,4,0,5,0,0,5,0,2,0,0,0
Database Administrator,6,0,1,0,0,4,4,0,2,0,0,3,0,2,0,0,0
Data Scientist,3,5,1,6,4,5,6,1,3,3,3,5,0,3,0,0,5
Cyber Security Specialist,3,0,2,6,5,0,0,0,6,0,0,2,0,3,0,5,0
Data Scientist,3,3,0,0,4,3,3,4,2,3,6,0,3,4,4,1,4
Technical Writer,0,0,6,0,0,0,0,0,3,6,0,2,0,6,0,0,0
Database Administrator,6,6,3,0,0,4,4,0,6,0,0,6,0,5,0,0,0
Data Scientist,1,0,5,5,4,1,5,3,5,1,1,3,3,2,6,5,3
Data Scientist,1,0,4,0,0,1,4,3,0,3,2,1,1,5,2,6,0
Software Developer,0,5,5,0,0,6,6,0,2,0,0,5,0,1,1,0,0
Project Manager,0,2,4,0,0,0,0,6,2,0,0,2,5,5,0,0,0
Data Scientist,6,5,4,0,2,5,0,6,4,6,0,5,2,4,0,2,0
AI ML Specialist,0,0,6,0,0,6,5,0,6,0,6,4,0,2,6,0,0
Technical Writer,0,2,2,0,0,0,0,0,3,6,0,1,0,6,1,0,0
Software Tester,0,5,1,0,0,5,4,0,3,0,0,0,0,1,5,6,0
Cyber Security Specialist,5,5,4,6,5,0,0,0,5,0,0,5,0,3,0,5,0
Project Manager,0,4,0,0,0,0,0,6,1,0,0,2,5,5,0,0,0
Technical Writer,0,5,4,0,0,0,0,0,1,6,0,0,0,6,1,0,0
Data Scientist,1,5,6,5,2,6,4,1,5,5,2,5,1,2,2,1,3
Data Scientist,1,3,1,4,4,5,1,3,6,5,2,1,2,3,3,2,5
Software Developer,0,1,1,0,0,6,6,0,2,0,0,5,0,1,4,0,0
Data Scientist,1,2,0,0,3,0,6,5,4,5,5,5,0,3,6,2,0
Software Engineer,0,6,3,0,0,5,6,0,2,0,0,6,0,0,3,0,0
Software Developer,0,1,5,0,0,6,6,0,5,0,0,5,0,4,1,0,0
Business Analyst,0,5,2,0,0,0,0,0,0,5,0,6,6,6,1,0,0
AI ML Specialist,0,0,1,0,0,0,5,0,0,0,6,4,0,6,6,0,0
AI ML Specialist,0,1,6,0,0,2,5,0,3,0,6,4,0,0,6,0,0
Technical Writer,0,1,3,0,0,0,0,0,0,6,0,5,0,6,1,0,0
AI ML Specialist,0,5,3,0,0,2,5,0,3,0,6,4,0,0,6,0,0
Software Engineer,0,3,0,0,0,5,6,0,6,0,0,6,0,5,2,0,0
Cyber Security Specialist,4,4,4,6,5,0,0,0,3,0,0,2,0,0,0,5,0
Project Manager,0,3,3,0,0,0,0,6,5,0,0,6,5,5,0,0,0
Data Scientist,0,1,6,5,4,4,1,4,0,3,3,4,1,2,2,6,5
Data Scientist,2,0,5,4,2,1,3,4,5,4,0,5,1,5,4,5,5
Software Engineer,0,6,5,0,0,5,6,0,0,0,0,6,0,4,5,0,0
Technical Writer,0,5,0,0,0,0,0,0,4,6,0,1,0,6,1,0,0
Software Developer,0,1,1,0,0,6,6,0,2,0,0,5,0,4,5,0,0
Cyber Security Specialist,0,5,4,6,5,0,0,0,3,0,0,2,0,4,0,5,0
Software Developer,0,2,2,0,0,6,6,0,1,0,0,5,0,0,4,0,0
Software Tester,0,2,4,0,0,5,4,0,4,0,0,5,0,5,4,6,0
Database Administrator,6,0,2,0,0,4,4,0,0,0,0,6,0,1,0,0,0
Cyber Security Specialist,2,1,4,6,5,0,0,0,3,0,0,6,0,1,0,5,0
Technical Writer,0,6,4,0,0,0,0,0,0,6,0,6,0,6,1,0,0
Data Scientist,5,4,6,3,0,2,4,1,5,5,0,0,5,1,4,6,1
Database Administrator,6,4,1,0,0,4,4,0,5,0,0,2,0,3,0,0,0
Business Analyst,0,3,0,0,0,0,0,0,0,5,0,6,6,6,5,0,0
Data Scientist,3,6,3,4,1,1,0,1,5,1,2,6,5,4,3,2,6
Software Developer,0,5,2,0,0,6,6,0,6,0,0,5,0,6,1,0,0
Project Manager,0,1,4,0,0,0,0,6,0,0,0,1,5,5,0,0,0
Software Tester,0,5,6,0,0,5,4,0,1,0,0,6,0,5,3,6,0
Software Engineer,0,1,3,0,0,5,6,0,5,0,0,6,0,6,3,0,0
Business Analyst,0,5,0,0,0,0,0,0,2,5,0,5,6,6,4,0,0
Software Tester,0,2,4,0,0,5,4,0,6,0,0,5,0,0,6,6,0
AI ML Specialist,0,1,5,0,0,2,5,0,5,0,6,4,0,2,6,0,0
Software Engineer,0,3,2,0,0,5,6,0,4,0,0,6,0,0,2,0,0
Technical Writer,0,0,0,0,0,0,0,0,6,6,0,6,0,6,3,0,0
Database Administrator,6,6,2,0,0,4,4,0,1,0,0,2,0,6,0,0,0
AI ML Specialist,0,2,2,0,0,0,5,0,5,0,6,4,0,6,6,0,0
Technical Writer,0,1,5,0,0,0,0,0,5,6,0,0,0,6,1,0,0
Database Administrator,6,3,3,0,0,4,4,0,1,0,0,0,0,5,0,0,0
Software Tester,0,6,6,0,0,5,4,0,4,0,0,4,0,4,0,6,0
AI ML Specialist,0,6,3,0,0,1,5,0,0,0,6,4,0,1,6,0,0
Software Engineer,0,0,6,0,0,5,6,0,4,0,0,6,0,0,1,0,0
Cyber Security Specialist,0,0,1,6,5,0,0,0,2,0,0,5,0,4,0,5,0
Data Scientist,6,2,3,0,6,1,2,6,6,1,0,2,6,0,5,3,5
Software Tester,0,4,1,0,0,5,4,0,0,0,0,3,0,1,5,6,0
Software Engineer,0,5,6,0,0,5,6,0,3,0,0,6,0,3,0,0,0
Business Analyst,0,6,6,0,0,0,0,0,3,5,0,5,6,6,2,0,0
Software Developer,0,5,6,0,0,6,6,0,6,0,0,5,0,2,3,0,0
Cyber Security Specialist,0,4,4,6,5,0,0,0,2,0,0,3,0,3,0,5,0
Database Administrator,6,5,2,0,0,4,4,0,4,0,0,6,0,6,0,0,0
Software Developer,0,3,2,0,0,6,6,0,4,0,0,5,0,0,1,0,0
Cyber Security Specialist,1,2,5,6,5,0,0,0,3,0,0,5,0,1,0,5,0
Software Engineer,0,5,1,0,0,5,6,0,2,0,0,6,0,1,5,0,0
Technical Writer,0,0,3,0,0,0,0,0,0,6,0,4,0,6,3,0,0
Business Analyst,0,6,6,0,0,0,0,0,3,5,0,3,6,6,5,0,0
Software Developer,0,5,2,0,0,6,6,0,1,0,0,5,0,5,3,0,0
Software Engineer,0,3,4,0,0,5,6,0,1,0,0,6,0,6,0,0,0
Project Manager,0,0,3,0,0,0,0,6,3,0,0,4,5,5,0,0,0
Software Engineer,0,3,2,0,0,5,6,0,3,0,0,6,0,1,2,0,0
Data Scientist,2,4,5,3,0,1,1,6,0,0,2,4,1,0,6,2,2
Business Analyst,0,1,6,0,0,0,0,0,2,5,0,1,6,6,1,0,0
Technical Writer,0,0,6,0,0,0,0,0,6,6,0,5,0,6,1,0,0
Data Scientist,5,4,1,6,3,4,5,0,2,3,5,3,3,3,3,1,1
Database Administrator,6,6,2,0,0,4,4,0,1,0,0,3,0,4,0,0,0
Database Administrator,6,4,2,0,0,4,4,0,1,0,0,5,0,0,0,0,0
AI ML Specialist,0,0,1,0,0,2,5,0,4,0,6,4,0,3,6,0,0
Software Developer,0,3,2,0,0,6,6,0,1,0,0,5,0,6,3,0,0
AI ML Specialist,0,0,4,0,0,2,5,0,2,0,6,4,0,6,6,0,0
Database Administrator,6,2,0,0,0,4,4,0,5,0,0,3,0,3,0,0,0
Software Tester,0,5,1,0,0,5,4,0,2,0,0,5,0,1,4,6,0
Software Developer,0,4,6,0,0,6,6,0,0,0,0,5,0,2,4,0,0
Business Analyst,0,2,1,0,0,0,0,0,2,5,0,5,6,6,2,0,0
Project Manager,0,4,3,0,0,0,0,6,6,0,0,1,5,5,0,0,0
Data Scientist,6,3,0,2,1,1,3,2,6,4,5,2,3,6,1,5,3
Software Developer,0,2,0,0,0,6,6,0,6,0,0,5,0,2,6,0,0
Data Scientist,1,0,5,3,6,4,3,2,2,2,2,0,4,5,5,0,1
Technical Writer,0,5,3,0,0,0,0,0,5,6,0,5,0,6,0,0,0
Database Administrator,6,0,6,0,0,4,4,0,5,0,0,0,0,1,0,0,0
Project Manager,0,4,0,0,0,0,0,6,1,0,0,6,5,5,0,0,0
Software Developer,0,1,2,0,0,6,6,0,2,0,0,5,0,6,5,0,0
Software Engineer,0,0,5,0,0,5,6,0,0,0,0,6,0,5,6,0,0
Software Engineer,0,4,0,0,0,5,6,0,6,0,0,6,0,6,2,0,0
Technical Writer,0,6,3,0,0,0,0,0,4,6,0,5,0,6,5,0,0
AI ML Specialist,0,6,4,0,0,0,5,0,6,0,6,4,0,4,6,0,0
AI ML Specialist,0,0,5,0,0,6,5,0,6,0,6,4,0,4,6,0,0
Cyber Security Specialist,0,4,5,6,5,0,0,0,2,0,0,1,0,6,0,5,0
Software Tester,0,6,1,0,0,5,4,0,2,0,0,2,0,4,0,6,0
Data Scientist,0,1,5,2,0,0,0,0,3,3,5,2,6,1,3,6,5
Software Tester,0,0,5,0,0,5,4,0,6,0,0,6,0,4,5,6,0
AI ML Specialist,0,4,6,0,0,4,5,0,4,0,6,4,0,1,6,0,0
Software Engineer,0,6,1,0,0,5,6,0,5,0,0,6,0,2,2,0,0
Software Engineer,0,5,4,0,0,5,6,0,6,0,0,6,0,3,2,0,0
AI ML Specialist,0,0,1,0,0,3,5,0,5,0,6,4,0,6,6,0,0
Project Manager,0,0,3,0,0,0,0,6,0,0,0,6,5,5,0,0,0
Business Analyst,0,1,6,0,0,0,0,0,0,5,0,4,6,6,2,0,0
Software Tester,0,4,3,0,0,5,4,0,0,0,0,1,0,5,2,6,0
AI ML Specialist,0,5,5,0,0,5,5,0,3,0,6,4,0,6,6,0,0
Technical Writer,0,1,0,0,0,0,0,0,3,6,0,6,0,6,4,0,0
Software Engineer,0,4,4,0,0,5,6,0,2,0,0,6,0,3,5,0,0
Data Scientist,1,4,5,2,6,3,3,0,1,3,3,4,5,0,0,3,6
AI ML Specialist,0,1,5,0,0,6,5,0,3,0,6,4,0,1,6,0,0
Software Engineer,0,1,2,0,0,5,6,0,0,0,0,6,0,5,2,0,0
Project Manager,0,5,1,0,0,0,0,6,2,0,0,3,5,5,0,0,0
Technical Writer,0,4,1,0,0,0,0,0,5,6,0,3,0,6,1,0,0
Software Engineer,0,3,6,0,0,5,6,0,4,0,0,6,0,5,4,0,0
Software Tester,0,3,5,0,0,5,4,0,6,0,0,5,0,1,0,6,0
Data Scientist,4,2,3,5,0,1,6,4,2,4,0,6,6,0,0,3,0
Software Tester,0,1,3,0,0,5,4,0,6,0,0,0,0,6,6,6,0
Project Manager,0,0,3,0,0,0,0,6,5,0,0,1,5,5,0,0,0
AI ML Specialist,0,4,5,0,0,6,5,0,2,0,6,4,0,3,6,0,0
AI ML Specialist,0,6,3,0,0,1,5,0,6,0,6,4,0,1,6,0,0
Database Administrator,6,4,4,0,0,4,4,0,6,0,0,3,0,1,0,0,0
Cyber Security Specialist,1,4,5,6,5,0,0,0,5,0,0,4,0,6,0,5,0
Database Administrator,6,6,0,0,0,4,4,0,2,0,0,1,0,3,0,0,0
Data Scientist,2,3,3,5,3,3,4,5,0,1,6,2,3,6,4,0,1
AI ML Specialist,0,0,1,0,0,2,5,0,1,0,6,4,0,2,6,0,0
Software Engineer,0,4,3,0,0,5,6,0,5,0,0,6,0,6,3,0,0
Cyber Security Specialist,6,2,6,6,5,0,0,0,0,0,0,1,0,3,0,5,0
Project Manager,0,4,0,0,0,0,0,6,6,0,0,3,5,5,0,0,0
Software Developer,0,1,5,0,0,6,6,0,4,0,0,5,0,3,5,0,0
Project Manager,0,0,5,0,0,0,0,6,6,0,0,6,5,5,0,0,0
Software Engineer,0,1,4,0,0,5,6,0,1,0,0,6,0,1,4,0,0
Software Developer,0,4,0,0,0,6,6,0,6,0,0,5,0,5,4,0,0
Cyber Security Specialist,6,5,2,6,5,0,0,0,1,0,0,0,0,0,0,5,0
Software Engineer,0,6,3,0,0,5,6,0,1,0,0,6,0,6,3,0,0
AI ML Specialist,0,5,4,0,0,4,5,0,0,0,6,4,0,2,6,0,0
Business Analyst,0,3,4,0,0,0,0,0,1,5,0,2,6,6,3,0,0
Technical Writer,0,0,6,0,0,0,0,0,5,6,0,0,0,6,4,0,0
Data Scientist,2,6,5,2,6,4,6,3,3,6,4,0,3,3,1,5,3
AI ML Specialist,0,1,3,0,0,2,5,0,1,0,6,4,0,0,6,0,0
Software Developer,0,3,0,0,0,6,6,0,0,0,0,5,0,2,3,0,0
Database Administrator,6,0,0,0,0,4,4,0,6,0,0,3,0,1,0,0,0
Data Scientist,0,0,2,4,0,6,0,0,0,5,4,2,4,4,3,3,1
Technical Writer,0,3,3,0,0,0,0,0,6,6,0,6,0,6,1,0,0
Cyber Security Specialist,5,3,5,6,5,0,0,0,4,0,0,5,0,1,0,5,0
Technical Writer,0,2,6,0,0,0,0,0,1,6,0,5,0,6,0,0,0
Cyber Security Specialist,4,5,5,6,5,0,0,0,4,0,0,3,0,0,0,5,0
Database Administrator,6,3,2,0,0,4,4,0,2,0,0,0,0,1,0,0,0
Software Engineer,0,1,0,0,0,5,6,0,4,0,0,6,0,0,4,0,0
Software Engineer,0,1,1,0,0,5,6,0,1,0,0,6,0,2,0,0,0
AI ML Specialist,0,6,4,0,0,5,5,0,6,0,6,4,0,2,6,0,0
Data Scientist,2,0,3,6,5,6,0,2,3,4,1,2,5,0,4,6,1
Software Tester,0,1,2,0,0,5,4,0,4,0,0,3,0,4,0,6,0
Data Scientist,6,3,3,4,2,6,1,3,5,3,1,1,1,6,5,3,4
Cyber Security Specialist,2,0,3,6,5,0,0,0,6,0,0,3,0,0,0,5,0
Data Scientist,4,5,4,6,5,1,3,3,3,4,2,0,5,4,2,5,3
Software Engineer,0,3,3,0,0,5,6,0,1,0,0,6,0,2,3,0,0
Cyber Security Specialist,2,6,1,6,5,0,0,0,4,0,0,1,0,4,0,5,0
Business Analyst,0,1,5,0,0,0,0,0,3,5,0,6,6,6,6,0,0
Software Engineer,0,6,4,0,0,5,6,0,0,0,0,6,0,0,6,0,0
Cyber Security Specialist,1,6,1,6,5,0,0,0,5,0,0,3,0,2,0,5,0
Project Manager,0,4,1,0,0,0,0,6,2,0,0,1,5,5,0,0,0
Software Tester,0,5,1,0,0,5,4,0,3,0,0,2,0,0,0,6,0
Software Tester,0,6,0,0,0,5,4,0,6,0,0,3,0,6,3,6,0
Database Administrator,6,2,4,0,0,4,4,0,1,0,0,2,0,3,0,0,0
Software Developer,0,1,5,0,0,6,6,0,5,0,0,5,0,0,1,0,0
Software Engineer,0,2,5,0,0,5,6,0,5,0,0,6,0,0,0,0,0
Project Manager,0,2,5,0,0,0,0,6,1,0,0,5,5,5,0,0,0
Software Engineer,0,4,1,0,0,5,6,0,3,0,0,6,0,5,0,0,0
Business Analyst,0,2,5,0,0,0,0,0,6,5,0,4,6,6,0,0,0
Business Analyst,0,2,6,0,0,0,0,0,6,5,0,5,6,6,4,0,0
AI ML Specialist,0,6,3,0,0,2,5,0,5,0,6,4,0,1,6,0,0
AI ML Specialist,0,3,2,0,0,3,5,0,3,0,6,4,0,3,6,0,0
Software Tester,0,4,5,0,0,5,4,0,6,0,0,3,0,2,2,6,0
Cyber Security Specialist,4,5,4,6,5,0,0,0,2,0,0,5,0,4,0,5,0
Project Manager,0,3,5,0,0,0,0,6,1,0,0,3,5,5,0,0,0
Business Analyst,0,6,0,0,0,0,0,0,5,5,0,0,6,6,6,0,0
Business Analyst,0,0,4,0,0,0,0,0,4,5,0,2,6,6,6,0,0
Project Manager,0,2,6,0,0,0,0,6,1,0,0,2,5,5,0,0,0
Database Administrator,6,1,3,0,0,4,4,0,0,0,0,0,0,5,0,0,0
Technical Writer,0,2,6,0,0,0,0,0,2,6,0,1,0,6,1,0,0
Business Analyst,0,0,4,0,0,0,0,0,4,5,0,0,6,6,4,0,0
Software Tester,0,5,2,0,0,5,4,0,6,0,0,4,0,5,1,6,0
Project Manager,0,0,5,0,0,0,0,6,4,0,0,4,5,5,0,0,0
Project Manager,0,5,2,0,0,0,0,6,2,0,0,1,5,5,0,0,0
Data Scientist,0,6,5,0,5,3,0,2,0,5,4,3,2,1,2,3,2
Business Analyst,0,0,0,0,0,0,0,0,2,5,0,2,6,6,0,0,0
Software Tester,0,4,2,0,0,5,4,0,2,0,0,4,0,0,6,6,0
Software Developer,0,4,6,0,0,6,6,0,4,0,0,5,0,2,2,0,0
Software Engineer,0,0,4,0,0,5,6,0,5,0,0,6,0,3,5,0,0
Project Manager,0,0,4,0,0,0,0,6,1,0,0,6,5,5,0,0,0
Software Developer,0,4,4,0,0,6,6,0,2,0,0,5,0,3,6,0,0
AI ML Specialist,0,0,1,0,0,0,5,0,1,0,6,4,0,0,6,0,0
Software Tester,0,1,3,0,0,5,4,0,4,0,0,5,0,0,5,6,0
Technical Writer,0,6,1,0,0,0,0,0,1,6,0,4,0,6,2,0,0
AI ML Specialist,0,4,1,0,0,3,5,0,2,0,6,4,0,1,6,0,0
Software Engineer,0,2,0,0,0,5,6,0,2,0,0,6,0,1,6,0,0
Project Manager,0,5,6,0,0,0,0,6,6,0,0,0,5,5,0,0,0
Software Tester,0,2,5,0,0,5,4,0,6,0,0,2,0,6,4,6,0
Cyber Security Specialist,0,3,4,6,5,0,0,0,1,0,0,2,0,1,0,5,0
Business Analyst,0,0,4,0,0,0,0,0,1,5,0,6,6,6,5,0,0
AI ML Specialist,0,0,6,0,0,5,5,0,6,0,6,4,0,4,6,0,0
AI ML Specialist,0,2,4,0,0,0,5,0,4,0,6,4,0,6,6,0,0
Software Developer,0,6,6,0,0,6,6,0,2,0,0,5,0,6,2,0,0
Software Tester,0,1,5,0,0,5,4,0,1,0,0,2,0,3,3,6,0
Project Manager,0,1,5,0,0,0,0,6,4,0,0,3,5,5,0,0,0
Cyber Security Specialist,0,0,3,6,5,0,0,0,5,0,0,6,0,5,0,5,0
Business Analyst,0,5,5,0,0,0,0,0,5,5,0,2,6,6,3,0,0
Software Engineer,0,4,1,0,0,5,6,0,2,0,0,6,0,4,2,0,0
Database Administrator,6,0,4,0,0,4,4,0,6,0,0,6,0,6,0,0,0
Technical Writer,0,1,4,0,0,0,0,0,4,6,0,0,0,6,4,0,0
Technical Writer,0,1,4,0,0,0,0,0,4,6,0,5,0,6,4,0,0
Cyber Security Specialist,1,2,2,6,5,0,0,0,3,0,0,4,0,0,0,5,0
Cyber Security Specialist,6,4,4,6,5,0,0,0,3,0,0,6,0,5,0,5,0
AI ML Specialist,0,6,1,0,0,2,5,0,4,0,6,4,0,6,6,0,0
Data Scientist,5,1,5,2,5,0,2,1,0,4,0,2,2,6,4,6,4
AI ML Specialist,0,1,4,0,0,5,5,0,4,0,6,4,0,3,6,0,0
Software Developer,0,1,5,0,0,6,6,0,0,0,0,5,0,3,2,0,0
Business Analyst,0,4,2,0,0,0,0,0,1,5,0,4,6,6,4,0,0
Software Engineer,0,2,3,0,0,5,6,0,6,0,0,6,0,5,3,0,0
Cyber Security Specialist,3,5,3,6,5,0,0,0,1,0,0,6,0,0,0,5,0
Project Manager,0,5,6,0,0,0,0,6,6,0,0,4,5,5,0,0,0
Technical Writer,0,6,2,0,0,0,0,0,5,6,0,5,0,6,2,0,0
Project Manager,0,5,6,0,0,0,0,6,2,0,0,0,5,5,0,0,0
Cyber Security Specialist,4,6,3,6,5,0,0,0,5,0,0,4,0,5,0,5,0
Technical Writer,0,3,3,0,0,0,0,0,6,6,0,0,0,6,4,0,0
Technical Writer,0,5,4,0,0,0,0,0,0,6,0,4,0,6,5,0,0
Software Tester,0,1,3,0,0,5,4,0,6,0,0,2,0,3,4,6,0
Project Manager,0,0,3,0,0,0,0,6,2,0,0,6,5,5,0,0,0
AI ML Specialist,0,0,6,0,0,2,5,0,2,0,6,4,0,0,6,0,0
Database Administrator,6,4,0,0,0,4,4,0,5,0,0,0,0,2,0,0,0
Database Administrator,6,0,5,0,0,4,4,0,2,0,0,1,0,4,0,0,0
AI ML Specialist,0,2,1,0,0,0,5,0,0,0,6,4,0,2,6,0,0
Cyber Security Specialist,0,0,3,6,5,0,0,0,6,0,0,1,0,5,0,5,0
Technical Writer,0,6,5,0,0,0,0,0,6,6,0,2,0,6,3,0,0
Technical Writer,0,5,5,0,0,0,0,0,2,6,0,5,0,6,2,0,0
AI ML Specialist,0,6,5,0,0,1,5,0,0,0,6,4,0,3,6,0,0
Software Developer,0,1,4,0,0,6,6,0,0,0,0,5,0,0,4,0,0
Software Developer,0,2,4,0,0,6,6,0,0,0,0,5,0,4,4,0,0
Software Tester,0,2,2,0,0,5,4,0,1,0,0,1,0,0,0,6,0
Cyber Security Specialist,5,2,4,6,5,0,0,0,6,0,0,1,0,2,0,5,0
Project Manager,0,0,4,0,0,0,0,6,0,0,0,2,5,5,0,0,0
Business Analyst,0,5,5,0,0,0,0,0,4,5,0,4,6,6,4,0,0
Business Analyst,0,1,4,0,0,0,0,0,4,5,0,4,6,6,3,0,0
Project Manager,0,5,0,0,0,0,0,6,3,0,0,3,5,5,0,0,0
